rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
179,"spotify:track:3f8t2LZGYtdNQh8SNEiZcG","Imran Khan","Amplifier","Prestige Records",85,186,892,"9439"
180,"spotify:track:7KzGAwJRYS9KLMuVnStqYN","Falak Shabbir, Kumaar","Saajna","T-Series",180,-1,1,"9402"
181,"spotify:track:3nKQrVVlwbAQSnFbgZWdN0","Avvy Sra, Karan Aujla, Jaani","White Brown Black","Universal Music India Pvt. Ltd. (Desi Melodies)",14,183,1088,"9246"
182,"spotify:track:5bVmOD7UKfP2iLFUGMtdnS","Arijit Singh, Chinmayi","Mast Magan (From ""2 States)","T-Series",114,-1,347,"9201"
183,"spotify:track:0CTVMS0f1YfBrM3Qsehxju","Jxggi, Sickboi","What We Do","Jxggi-Malsons",79,179,230,"9192"
184,"spotify:track:5CTKIjMbM9rPRy8CUfckZX","Wali Bakhat Warraich","dilrubaa","Freebird Records",41,182,462,"9187"
185,"spotify:track:7wYmjZ0pDiFNlFPHtki9NK","Kaifi Khalil","Kahani Suno 2.0","Kaifi Khalil",1,184,1210,"9174"
186,"spotify:track:3h6Xvd0lISog6GxTk4X6MK","Arijit Singh","Uska Hi Banana (From ""1920 Evil Returns"")","T-Series",102,187,65,"9160"
187,"spotify:track:0loZn1c5heXie7OAtvK6nH","Jubin Nautiyal, Manoj Muntashir","Humnava Mere","T-Series",81,-1,764,"9064"
188,"spotify:track:0OLTYqD8FpjkLsxJmdWmgi","Sachet-Parampara, Sachet Tandon, Parampara Tandon, Irshad Kamil, Prashant Pandey","Humsafar (From ""Saiyaara"")","YRF Music",38,190,143,"9043"
189,"spotify:track:0R7grQWU1dRxiOQGIqZm0Z","Shashwat Sachdev, Madhubanti Bagchi, Jasmine Sandlas","Shararat (From ""Dhurandhar"")","Saregama India Ltd",171,171,7,"8966"
190,"spotify:track:0hFkx6EoIRvNmEVXQIIJtk","Aditya Rikhari","Paaro","Universal Music India Pvt Ltd.",65,193,261,"8929"
191,"spotify:track:5KNuHsIeFtD0oukst77hBi","Roop Kumar Rathod","Maula Mere Maula","Saregama",62,-1,689,"8889"
192,"spotify:track:0YRpv07J0y7J73X87efpia","Maan Panu","I’m Done. - I-Popstar: Vol. 1","Warner Music India",72,-1,54,"8888"
193,"spotify:track:5yqr66QIdRvhh5cxjgpkJh","Talha Anjum, Umair","Downers at Dusk","Mass Appeal",15,178,1018,"8872"
194,"spotify:track:6HIkXmOqrxiDeMoWW3Cdzo","Talat Mahmood, Lata Mangeshkar","Itna Na Mujhse Tu Pyar Badha","Saregama India Ltd",96,-1,110,"8842"
195,"spotify:track:6WlARP6h4CDVOcY386wW0W","Arijit Singh, White Noise Collectives, Amitabh Bhattacharya","Sitaare (From ""Ikkis"")","Sony Music Entertainment India Pvt. Ltd.",188,188,3,"8825"
196,"spotify:track:5uXge1cK24monr2woxAZ7F","Karan Aujla, Ikky","P-POP CULTURE","WM Canada",69,199,11,"8760"
197,"spotify:track:25jtUwCQfXwnxENh8Bvoj4","Diljit Dosanjh, MixSingh, Raj Ranjodh","Water","Famous Studios",11,196,299,"8707"
198,"spotify:track:21IYMdzTrzSe191Cy5eMap","Gigi Perez","Sailor Song","Outtahere, LLC / Island Records",140,192,109,"8698"
199,"spotify:track:3t3wsY5IdLVzB9WidegJSU","Sachin-Jigar, Atif Aslam, Shreya Ghoshal","Jeene Laga Hoon","Tips Music Limited",57,-1,384,"8642"
200,"spotify:track:32765xcLM1fd6wQIpkN9A0","Ami Mishra, Kunaal Vermaa","Hasi - Male Version","Sony Music Entertainment India Pvt. Ltd.",82,-1,223,"8609"
