rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
181,"spotify:track:5bVmOD7UKfP2iLFUGMtdnS","Arijit Singh, Chinmayi","Mast Magan (From ""2 States)","T-Series",114,176,332,"8676"
182,"spotify:track:32765xcLM1fd6wQIpkN9A0","Ami Mishra, Kunaal Vermaa","Hasi - Male Version","Sony Music Entertainment India Pvt. Ltd.",82,180,211,"8644"
183,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",28,198,1229,"8643"
184,"spotify:track:3t3wsY5IdLVzB9WidegJSU","Sachin-Jigar, Atif Aslam, Shreya Ghoshal","Jeene Laga Hoon","Tips Music Limited",57,157,374,"8610"
185,"spotify:track:2A7uwnEzSin7nf0498AE3x","The Rish, Shilpa Rao","Barbaad Reprise - Female","YRF Music",99,164,83,"8592"
186,"spotify:track:1XTijOjVgekZjRXwgJ2VSE","Murtaza Qizilbash","Bhool","Soup Kitchen",186,-1,1,"8582"
187,"spotify:track:3f8t2LZGYtdNQh8SNEiZcG","Imran Khan","Amplifier","Prestige Records",85,195,886,"8529"
188,"spotify:track:5KNuHsIeFtD0oukst77hBi","Roop Kumar Rathod","Maula Mere Maula","Saregama",62,-1,681,"8480"
189,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",30,191,37,"8475"
190,"spotify:track:3QaPy1KgI7nu9FJEQUgn6h","Billie Eilish","WILDFLOWER","Darkroom/Interscope Records",55,184,297,"8474"
191,"spotify:track:2erjvSbTPKGalbZZhPgcCL","Sidhu Moose Wala","Dawood","T-Series",128,181,76,"8470"
192,"spotify:track:10rTRsKQDEke6Dd1Qj57Jd","Pritam, Mustafa Zahid, Sayeed Quadri","Toh Phir Aao","Sony Music / Vishesh Films",66,-1,722,"8454"
193,"spotify:track:1Er6TEtbyuW1b9QtBVkggD","Karan Aujla, Ikky","Jee Ni Lagda","WM Canada",60,194,627,"8433"
194,"spotify:track:25jtUwCQfXwnxENh8Bvoj4","Diljit Dosanjh, MixSingh, Raj Ranjodh","Water","Famous Studios",11,-1,287,"8423"
195,"spotify:track:0s76ExpXyMGVBlKLUr683e","Aditya Rikhari","Faasle","CollabX Productions",19,185,1286,"8279"
196,"spotify:track:2AilvPt1AQ8PixlCKqkjfj","Shubh","Elevated","SHUBH",23,-1,1040,"8257"
197,"spotify:track:0FIDCNYYjNvPVimz5icugS","The Weeknd, Playboi Carti","Timeless (feat Playboi Carti)","XO / Republic Records",15,200,327,"8257"
198,"spotify:track:28tghVCFneyj9txAMKKhjD","Prabh Singh, Jay Trak, Rooh Sandhu","9:45","Prabh Singh Official",3,199,941,"8216"
199,"spotify:track:1ktAfHym69UrvWIgx2qPPm","Talha Anjum, Umair","Heartbreak Kid","Mass Appeal",4,173,266,"8200"
200,"spotify:track:1dFrZr9eMUsFqeag04ClqD","Dhanda Nyoliwala","Russian Bandana","Universal Music India Pvt Ltd.",13,175,379,"8187"
